投点个数,均值,方差
20,3.2,0.20800000000000002
50,3.14,0.037680000000000005
100,3.214,0.012523999999999983
200,3.1270000000000002,0.007891000000000006
300,3.1819999999999995,0.005498222222222221
500,3.1076000000000006,0.004822240000000007
1000,3.1247999999999996,0.002860160000000005
5000,3.1482,0.00047007199999999987
